Term	fdr	es	nes	gene %	lead_genes
cellular response to oxygen-containing compound (GO:1901701)	0.026166697791821097	0.36473722712336926	1.970375109832766	17.80%	PDGFRA;CD68;LY96;ANKRD1;SERPINE1;IL1B;VIM;IL6;CD14;AKR1C3;CARD16;CXCL8;CASP1;PDCD1LG2;PID1;TLR4;CCL2;IGFBP5;TGM2;WNT5B;TNFAIP3;EGFR;AHR;SIRPA;CD274;SLIT2;ADCY6;TNFSF4;TICAM1;ATP2B4;WNT5A;FER;PRKD1;AXL;CAPN2
regulation of complement activation (GO:0030449)	0.026494205088062942	0.683620449076235	1.9682700285383403	6.30%	CFH;C1R;IL1B;CD59;C1S
negative regulation of programmed cell death (GO:0043069)	0.02632236816150655	0.3352347402990004	1.9677946927980192	19.82%	IGF1;CRYAB;ANXA1;NUPR1;DKK1;COMP;CD44;GREM1;ANGPTL4;IFIT3;DAB2;THBS1;IL6;SPHK1;GATA6;ANGPT1;IL6ST;NGF;FAS;ANXA4;NAA38;IFI6;TFAP2A;AMIGO2;BMP4;TBX3;PLAUR;EGFR;TSLP;GRK5;ANXA5;FMN2;EVI2B;MECOM;NOL3;FANK1;AIFM2;FHL2;TPT1;TMBIM4;WNT5A;OSR1;GAS6;AXL;SQSTM1;BNIP3L;CFLAR;TMEM14A;UBA52
glycosaminoglycan catabolic process (GO:0006027)	0.02616901823983649	0.4989493960364312	1.9672199658428517	22.40%	LUM;DCN;CEMIP;CD44;BGN;FMOD;OMD;CSPG4;HEXA;HGSNAT;IDUA;VCAN;TGFB1;IDS;SGSH
regulation of chondrocyte differentiation (GO:0032330)	0.026398379020859893	0.661514442390127	1.966037406994935	16.92%	GREM1;SNAI2;EFEMP1;GDF6;TRPS1;LOXL2;ADAMTS12
positive regulation of secretion by cell (GO:1903532)	0.02659398466619282	0.4838294105692135	1.9642568235071924	26.91%	IGF1;ANKRD1;IL1B;EDN1;ANG;RAB27B;TTN;TGFB2;SYTL4;RAB27A;STXBP5;TGFB1;FRMD4A;MYH10;ATP6AP1;IER3IP1;TMED10
response to metal ion (GO:0010038)	0.026385475911623893	0.5213463273725504	1.9636393710387712	10.92%	THBS1;CAV1;CRIP1;MT2A;KCNMA1;SLC30A4;TTN;NDRG1;HFE;LOXL2
negative regulation of cell population proliferation (GO:0008285)	0.02630854208285703	0.33805592416303987	1.9629125093896824	17.17%	IGFBP7;SFRP4;INHBA;GPNMB;NUPR1;CDH13;IGFBP3;CDKN2A;FAP;CDKN2B;GREM1;IFIT3;CDKN2C;NOX4;IL1B;IL6;GATA6;IFI35;CXCL8;DLC1;DUSP10;NGF;VDR;TFAP2A;IGFBP5;APOD;ANG;IRF1;KAT2B;BMP4;TGFB2;PARP10;TBX3;TNFAIP3;CYP1B1;TGFB1I1;PODN;CDKN2D;ZNF503;FRZB;ITGB1BP1;B2M;ADAMTS1;RBP4;LMNA;GATA2;SMARCA2;NMI;WNT5A;MN1;SMYD2;ALDH1A2;BMPR2;NKX3-1
regulation of angiogenesis (GO:0045765)	0.027926110004867874	0.361577406345051	1.9572064689041915	15.58%	DCN;GPNMB;ECM1;ANGPTL4;SP100;SERPINE1;ADAM12;RUNX1;IL1B;VEGFC;THBS1;IL6;THBS2;SPHK1;GATA6;ADGRA2;SPARC;CXCL8;FGF1;RHOJ;TWIST1;EMILIN1;GATA4;TGFB2;TNFAIP3;CYP1B1;F3;HSPB6;SEMA5A;ADAMTS1;SMOC2;GATA2;PTGIS;ATP2B4;WNT5A;ITGB8
positive regulation of cytokine production (GO:0001819)	0.02908136992347749	0.36227567502481395	1.9526170391748883	20.61%	ANXA1;IFI16;SERPINE1;RUNX1;IL1B;IL6;SPHK1;IL1R1;CD14;DDIT3;IL6ST;TWIST1;PLA2R1;TLR4;CD244;GATA4;AGT;IRF1;IL16;IFIH1;CYP1B1;RFTN1;TSLP;F3;FOXP1;CD274;BTN3A1;LACC1;TNFSF4;TICAM1;WNT5A;PTGER4;BTN3A2;POLR2L;DHX58;POLR3GL;S100A13;ISG15;POU2F2;TGFB1
neurogenesis (GO:0022008)	0.029020661339798855	0.5859509232792217	1.9519176745190405	14.60%	ANXA1;FAT4;SPOCK1;LPAR1;ERCC6;TGFB2;TRAK2
positive regulation of interleukin-8 production (GO:0032757)	0.030141870546686975	0.5142855866297824	1.9473413365545418	10.75%	SERPINE1;IL1B;IL6;CD14;DDIT3;TLR4;CD244;F3
substrate-dependent cell migration (GO:0006929)	0.03031372896577931	0.7308288491717359	1.9461769164455744	14.68%	ITGA11;NRP1;VEGFC;ITGB1BP1;ITGA2
regulation of reactive oxygen species metabolic process (GO:2000377)	0.030029840746471956	0.5243589527350302	1.9460944496281058	18.92%	THBS1;AKR1C3;AKR1C1;PID1;TFAP2A;AGT;BST1;CYP1B1;RAC2;TGFBR2;PDGFRB;SIRT2
granulocyte chemotaxis (GO:0071621)	0.03141164409598656	0.5979723876054437	1.941043647627563	8.62%	ANXA1;CCL11;SCG2;EDN1;CXCL8;LGALS3;CCL2;TGFB2
regulation of ossification (GO:0030278)	0.031435842373051345	0.5527918653480018	1.9401707364537897	16.90%	DKK1;ECM1;SGMS2;DDR2;ANKH;TWIST1;BMP4;TGFB2;WNT5A;BMPR2
negative regulation of cell junction assembly (GO:1901889)	0.03192488164932863	0.715142510243327	1.938142856783758	12.17%	IL1B;THBS1;DLC1;APOD;ITGB1BP1
cellular response to cytokine stimulus (GO:0071345)	0.0321742376304335	0.329429243299389	1.9365762768615402	17.35%	ANXA1;IFI16;COL1A2;ZEB1;CCL11;ANKRD1;TIMP1;IFIT1;IL1B;VIM;IL6;FN1;GBP1;OSMR;IL1R1;CXCL8;CASP1;GBP2;MMP1;IL6ST;PID1;GBP3;MT2A;TWIST1;IL11;TLR4;CCL2;IL32;IRF1;TRADD;CSF2RB;CSF1;IL16;MMP2;IL10RB;IL11RA;F3;PLP2;CLCF1;IRAK3;SIRPA;ICAM1;MUC1;PTGIS;WNT5A;IFNAR1;FER;ADAMTS12;GAS6;NKX3-1;AXL
regulation of interleukin-1 beta production (GO:0032651)	0.03206379577357369	0.513625055974637	1.9361454256524115	15.56%	IGF1;IFI16;IL6;CARD16;CASP1;TLR4;TNFAIP3;NLRP1;CASP8;FOXP1;SIRPA;WNT5A
negative regulation of cell-matrix adhesion (GO:0001953)	0.031993097208408386	0.6631751792330637	1.9355514312098634	12.17%	CDKN2A;SERPINE1;THBS1;DLC1;APOD;ITGB1BP1
positive regulation of signaling receptor activity (GO:2000273)	0.03216025991354107	0.6945226089470596	1.933994748616821	10.86%	GREM1;NRP1;EDN1;CCL2;HFE;HBEGF
response to amino acid starvation (GO:1990928)	0.03358281348617819	0.47414987606010345	1.9279190640393602	38.11%	FAS;MAP3K5;RNF152;PRKD1;ATP6V0E1;ATP6V0D1;CDKN1A;RRAGC;LAMTOR5;SH3GLB1;LAMTOR3;ATP6V0C;DAP;TCIRG1;ATP6V1G1;ATP6V1D;ATP6V0B;NPRL2;ATP6V1E1;LAMTOR2;RRAGB;SEC13;ATP6V1F
negative regulation of T cell activation (GO:0050868)	0.03401384972311115	0.6734934309071057	1.9260270767171013	12.47%	GPNMB;PDCD1LG2;LGALS3;PAG1;CD274
regulation of receptor internalization (GO:0002090)	0.03448565783425706	0.6288000448361193	1.9238453599901684	4.56%	SFRP4;DKK1;GREM1;ANGPT1
cartilage development (GO:0051216)	0.03529740551243083	0.5151444137757967	1.9202995213135547	20.61%	CD44;RUNX1;NFIB;RUNX2;WNT5B;BMP4;OSR2;ATP7A;ITGB8;OSR1;TRIP11;TGFB1
keratan sulfate catabolic process (GO:0042340)	0.03521396758102485	0.7574049540537358	1.919577588986678	8.08%	LUM;FMOD;OMD;HEXA
negative regulation of endothelial cell apoptotic process (GO:2000352)	0.03539160572774279	0.5864612471898852	1.918160801009115	17.09%	SERPINE1;SCG2;ANGPT1;IL11;TNFAIP3;SEMA5A;ICAM1;GATA2;GAS6
regulated exocytosis (GO:0045055)	0.0364787344798747	0.38481457410609826	1.915192666516844	32.89%	SRGN;IGF1;TIMP3;ECM1;SERPINA3;ISLR;SERPINE1;TIMP1;VEGFC;THBS1;FN1;SPARC;RAB27B;TTN;TGFB2;SYTL4;ANXA5;F8;FERMT3;GAS6;CD109;LAMP2;RAB11FIP5;TGFB1;CYB5R1;PROS1;TAGLN2;RAB11FIP1;TEX264;CHID1;ALDOA;VEGFB;TMED10;ENDOD1;SYT11;PHACTR2;VEGFA;LGALS3BP;CD63;A1BG;ACTN1;TLN1;APOOL
positive regulation of protein secretion (GO:0050714)	0.036758520171652494	0.47734210971698987	1.9134052624554898	26.91%	IGF1;ANKRD1;TLR4;WLS;ANG;TTN;TGFB2;SYTL4;RBP4;PSMD9;TGFB1;FRMD4A;MYH10;BAD;IER3IP1;TMED10
sprouting angiogenesis (GO:0002040)	0.036987559306063574	0.47538668487447033	1.9116688099145733	12.51%	CDH13;GREM1;NRP1;ENG;VEGFC;THBS1;ADGRA2;PARVA;ANGPT1;BMP4;LOXL2;SEMA5A;ITGB1BP1;SLIT2
regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	0.0381707235819134	0.6631786537867715	1.9072755296498356	7.46%	INHBA;SNAI2;IL1B;IFI6;EYA4
negative regulation of bone mineralization (GO:0030502)	0.03859905604676671	0.8368667077549332	1.9056920625348677	1.66%	SRGN;ECM1;GREM1
aortic valve morphogenesis (GO:0003180)	0.038762341663292975	0.5760218830040532	1.9045146231226353	12.51%	SLIT3;SNAI2;TWIST1;EMILIN1;GATA4;BMP4;ELN;SLIT2
positive regulation of cytokine-mediated signaling pathway (GO:0001961)	0.038889578402586944	0.5460299146603081	1.9031815786152322	17.35%	CASP4;EDN1;CASP1;CSF1;NLRC5;TSLP;PARP9;WNT5A;GAS6;AXL
eosinophil chemotaxis (GO:0048245)	0.039925906578812974	0.8504872798148267	1.8993597090179084	7.05%	CCL11;SCG2;LGALS3;CCL2
eosinophil migration (GO:0072677)	0.039925906578812974	0.8504872798148267	1.8993597090179084	7.05%	CCL11;SCG2;LGALS3;CCL2
cellular response to reactive oxygen species (GO:0034614)	0.040420777684039844	0.46297652030579495	1.8976311953601286	12.42%	ANXA1;PDGFRA;IL6;AKR1C3;TNFAIP3;CYP1B1;EGFR;MAP3K5;SIRPA
aortic valve development (GO:0003176)	0.04145710845757958	0.5409544279572996	1.8947512214485347	20.61%	SLIT3;SNAI2;TWIST1;EMILIN1;GATA4;BMP4;ELN;SLIT2;BMPR2;TGFB1
chondrocyte differentiation (GO:0002062)	0.04156880330794185	0.5864651320516026	1.8936682929938684	20.61%	RUNX1;NFIB;RUNX2;WNT5B;BMP4;OSR2;OSR1;BMPR2;TGFB1
cellular component disassembly (GO:0022411)	0.04161513742955959	0.50013598704795	1.8928596819415562	13.05%	CD44;TIMP1;ADAMTS5;MMP1;KIF9;TIMP2;MMP19;BMP1;MMP2;CTSS;HTRA1;CTSK
positive regulation of cellular process (GO:0048522)	0.04150294730939695	0.3038079171323948	1.8923779268161292	18.92%	FGF7;IGF1;NUPR1;DKK1;PDGFRA;NRG1;GREM1;MAP1A;TIMP1;IL1B;VEGFC;THBS1;IL6;FN1;SPHK1;OSMR;SLFN11;CAV1;EDN1;AKR1C3;ZFHX3;FGF5;DPP4;MEIS2;MEIS1;FGF1;IL6ST;IL7R;EGR2;IL11;TLR4;PDGFC;TGM2;BST1;CCPG1;BMP4;TGFB2;CSF1;MYRF;TBX3;CLEC11A;FOSL1;IL11RA;EGFR;TSLP;HBEGF;ACOX2;AKR1C2;OSR2;ITGB1BP1;CLCF1;SIRPA;BNC1;GRK5;LMNA;RAB27A;TNFSF4;GATA2;IL15RA;WNT5A;WWTR1;FER;SSR1;SERTAD1;GAS6;NKX3-1;PRKCA;CD47;TGFBR2;COLEC12;S100A13;CXCL16;PDGFRB;MCTS1;SIRT2
response to exogenous dsRNA (GO:0043330)	0.041235891199187316	0.6073167156288335	1.8921191846367658	18.23%	IFIT1;CAV1;IFIH1;RFTN1;IRAK3;TICAM1;COLEC12
extracellular matrix assembly (GO:0085029)	0.04156341948757974	0.5556384406103699	1.8904082657615664	20.61%	MFAP4;FBLN5;NTN4;EFEMP2;LAMB3;EMILIN1;ATP7A;GAS6;LTBP3;TGFB1
negative regulation of endothelial cell proliferation (GO:0001937)	0.04320199065298823	0.5901078256983884	1.88596071146349	12.38%	NR2F2;SCG2;THBS1;CAV2;CAV1;SPARC;CCL2;ATOH8
regulation of cell killing (GO:0031341)	0.04287716365559734	0.69959259895687	1.8859465848282657	15.56%	CFH;CD59;IL11;TGFB2;ICAM1;WNT5A
cellular response to prostaglandin stimulus (GO:0071379)	0.044643519918349334	0.8356728429721129	1.8819362097623638	16.51%	AKR1C3;AKR1C2;ADCY6;TNFSF4;PTGER4
positive regulation of defense response (GO:0031349)	0.048263585136706574	0.4400004456385723	1.8726994137710349	17.97%	SERPINE1;IL1B;IFI35;TLR4;NPAS2;AGT;TRADD;IL16;TSLP;OPTN;TNFSF4;NMI;WNT5A;PTGER4;CD47
skin development (GO:0043588)	0.04818811507467204	0.4563210762893584	1.8720863376519832	16.29%	COL3A1;ANXA1;COL1A1;COL1A2;COL5A1;CSTA;GATA6;AKR1C3;COL5A2;KRT10;ATP7A;WNT5A;ITGA3
response to muscle stretch (GO:0035994)	0.048054310388882	0.7185790937031532	1.8715267366869537	23.65%	ANKRD1;TTN;SLC8A1;DMD;GSN;CDH2
positive regulation of protein phosphorylation (GO:0001934)	0.04920090126039156	0.32572201385792277	1.8682446496728795	17.93%	FGF7;INHBA;IGF1;GPNMB;CEMIP;CD44;LIMCH1;NRP1;DAB2;ENG;IL1B;VEGFC;IL6;SPHK1;CAV1;DDR2;GDF6;FGF5;ANGPT1;FGF1;NGF;FAS;IL11;PDGFC;AGT;CSPG4;NEK10;BMP4;TGFB2;CSF1;HFE;PLAUR;EGFR;BDNF;PDE8A;CAMK1;ATP2B4;ITGA5;FNIP2;BMPR2;GAS6;NKX3-1;PRKD1;PRNP
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	0.049618256770157715	0.3986891578525296	1.8667293687469966	20.61%	ASPN;CDKN2B;DAB2;ENG;THBS1;CAV1;ZEB2;EMILIN1;LDLRAD4;TGFB1I1;PPARA;VEPH1;DKK3;PBLD;ITGA3;CD109;TGFBR2;UBA52;TGFB1
cellular response to hydrogen peroxide (GO:0070301)	0.04983577425886593	0.5502068077519822	1.8654575075843896	12.42%	ANXA1;IL6;TNFAIP3;CYP1B1;MAP3K5;SIRPA
regulation of receptor-mediated endocytosis (GO:0048259)	0.04966520480548496	0.5830825127639888	1.8650109977288263	19.18%	DKK1;SERPINE1;HFE;SGIP1;B2M;AAK1;LRPAP1
embryonic eye morphogenesis (GO:0048048)	0.049802869985853926	0.7810508373193099	1.8639883282729834	3.12%	MFAP5;FBN1;EFEMP1
regulation of tumor necrosis factor production (GO:0032680)	0.049549502405283545	0.4313665412046742	1.8638112990681253	17.97%	IGF1;LY96;THBS1;IL6;CD14;OAS3;TWIST1;TLR4;TNFAIP3;IFIH1;FOXP1;IRAK3;SIRPA;WNT5A;GAS6;CD47
transferrin transport (GO:0033572)	0.04932792737298002	0.5732914499282772	1.8636347964725957	39.30%	HFE;ATP6V0E1;ATP6V0D1;ATP6AP1;ATP6V0C;TCIRG1;ATP6V1G1;ATP6V1D;ATP6V0B;ATP6V1E1;ARHGAP1;ATP6V1F;STEAP3
dermatan sulfate proteoglycan biosynthetic process (GO:0050651)	0.0497552155214917	0.6785365272013828	1.8620680770757332	24.25%	DCN;BGN;CSPG4;CSGALNACT1;VCAN;CHST12;CSGALNACT2
negative regulation of myeloid leukocyte differentiation (GO:0002762)	0.04984201546610977	0.6353594635324734	1.8611440509870512	6.62%	INHBA;FBN1;LRRC17;TLR4
positive regulation of ATP metabolic process (GO:1903580)	0.051183211065320394	0.639954961971568	1.8576739365912585	11.84%	IGF1;NUPR1;ZBTB20;PID1;PPARA;SLC4A4
positive regulation of smooth muscle cell proliferation (GO:0048661)	0.050855718160776726	0.4913688259011558	1.8576418861750672	13.20%	IGF1;CDH13;THBS1;IL6;EDN1;IGFBP5;BMP4;MMP2;FOXP1;ADAMTS1
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042)	0.05086962671849452	0.62483583509409	1.8568343912066647	19.28%	SERPINE1;FAS;TRADD;TNFAIP3;CASP8;ICAM1;CFLAR
negative regulation of cysteine-type endopeptidase activity (GO:2000117)	0.0509919202764904	0.5014856669929698	1.8559643765564533	17.09%	CD44;IFI16;THBS1;CARD16;NGF;IFI6;CDKN2D;CAST;GAS6
sulfur compound catabolic process (GO:0044273)	0.05220009605337311	0.4944626939178435	1.8528794691440924	8.08%	LUM;DCN;BGN;FMOD;OMD;CSPG4;HEXA
positive regulation of cell death (GO:0010942)	0.052606667593153765	0.5246938111746713	1.8514091562079638	17.93%	DKK1;SLFN11;AKR1C3;BMP4;MAP3K5;ACOX2;WNT5A;NKX3-1;PRNP
induction of positive chemotaxis (GO:0050930)	0.05338047012620535	0.7123244297357472	1.849282853586985	8.99%	SCG2;VEGFC;CXCL8;IL16
toll-like receptor signaling pathway (GO:0002224)	0.05308671891485709	0.46891501506362415	1.8490919720047487	25.19%	LY96;CD14;TLR4;CTSB;RFTN1;CASP8;CTSS;IRAK3;CTSK;NMI;TICAM1;COLEC12;UBA52;IRAK4;CTSL;UBB
secretory granule organization (GO:0033363)	0.053488456861835176	0.7585754606542681	1.8476070192829044	6.39%	SRGN;LYST;ABCA1
lymphocyte chemotaxis (GO:0048247)	0.05332827279557347	0.7086687886163641	1.8472439034964763	29.23%	CCL11;CCL2;GAS6;CXCL16;CKLF;HSD3B7;CCL26
regulation of monooxygenase activity (GO:0032768)	0.05313555271496021	0.7223941982581454	1.8467985907295321	10.47%	IL1B;CAV1;VDR;EGFR
negative regulation of endothelial cell migration (GO:0010596)	0.0540361302666742	0.5283837894267933	1.84457520177823	20.61%	DCN;NR2F2;SP100;THBS1;SLIT2;ATP2B4;PTPRM;CSNK2B;TGFB1
negative regulation of coagulation (GO:0050819)	0.05405476771814175	0.7748403852200787	1.843825255400365	3.74%	TFPI;SERPINE1;EDN1;SERPINE2
regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)	0.05372540748613104	0.5979842285468461	1.8437861967702585	6.00%	CD44;ANKRD1;SNAI2;TWIST1;PLA2R1
hyaluronan metabolic process (GO:0030212)	0.05446224089147481	0.6998945226411758	1.8417110140011692	8.08%	CEMIP;CD44;IL1B;HEXA
regulation of interleukin-17 production (GO:0032660)	0.05495541180601179	0.648347511492385	1.8401788777842143	20.61%	IL6;SPHK1;DDIT3;TLR4;RFTN1;TNFSF4;PRNP;TGFB1
negative regulation of innate immune response (GO:0045824)	0.05486804067771029	0.5131979604087925	1.8396271525611252	21.00%	IFI16;OAS3;TNFAIP3;NLRC5;IRAK3;NMI;DHX58;ISG15;RPS19;STAT2
chondroitin sulfate catabolic process (GO:0030207)	0.05603128822207572	0.6574470788167067	1.836803332124152	21.90%	DCN;BGN;CSPG4;HEXA;IDUA;VCAN;IDS
regulation of plasminogen activation (GO:0010755)	0.055782180030188706	0.7680334723292628	1.8365822241096945	3.74%	SERPINE1;RUNX1;THBS1;SERPINE2
C21-steroid hormone metabolic process (GO:0008207)	0.055470669257653156	0.8005434098132536	1.8365562360707692	11.63%	AKR1C3;AKR1C1;TSPO;AKR1C2
positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)	0.055278837329543466	0.5598941446202019	1.8358697186449147	10.40%	CDKN2B;DAB2;THBS1;ZEB2;TGFB1I1
positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)	0.055278837329543466	0.5598941446202019	1.8358697186449147	10.40%	CDKN2B;DAB2;THBS1;ZEB2;TGFB1I1
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	0.05524083652564937	0.42935927477877156	1.835271994887782	13.20%	ANXA1;GPNMB;CDKN2A;CDKN2B;CDKN2C;SLFN11;CCL2;EGFR;CDKN2D;ADAMTS1
myeloid cell differentiation (GO:0030099)	0.056185206692158526	0.4968023364713175	1.8327032258845317	20.33%	INHBA;IFI16;CDKN2B;RUNX1;IL11;EVI2B;RPS14;TET2;NCOA6;RPS19
neutrophil mediated immunity (GO:0002446)	0.05669790047303167	0.31067550468819927	1.8313656763577988	37.60%	CD44;GLIPR1;CD68;SERPINA3;TNFAIP6;ANPEP;PTX3;IL6;CD14;CD59;LGALS3;ANXA2;COMMD3;HLA-B;BST1;ADGRE5;TIMP2;CTSB;MVP;PLAUR;ALDH3B1;SLC2A5;CTSS;B2M;SIRPA;HGSNAT;COMMD9;RAB27A;CTSA;PLD1;ARSA;RAB9B;NFASC;B4GALT1;CD47;S100A11;CSNK2B;FTL;LAMP2;QPCT;SERPINB6;SNAP29;TMEM179B;CYSTM1;CST3;NPC2;IRAK4;DYNLT1;DNAJC3;GSN;ALAD;DBNL;ALDOA;CTSD;NIT2;CD58;AGA;DYNLL1;CPPED1;ASAH1;ITGAV;NDUFC2;ATG7;LAMTOR3;ATP6V0C;VAPA;CEP290;CAT;GALNS;DNASE1L1;GNS;CYB5R3;GRN;TCIRG1;DPP7;RAP1A;CD63;CSTB;A1BG;FTH1;ATP6V1D;C3;PSMA5;NFKB1;RAB31;ATP6AP2;ARPC5;ERP44;TOM1;ACTR10;PPIE;TMBIM1;QSOX1;LAMTOR2;AP1M1;RAB24;MME;CKAP4;YPEL5;STK10;PSAP;KMT2E
extracellular matrix disassembly (GO:0022617)	0.05713362005082572	0.4817690291843348	1.830144681232191	13.05%	CD44;TIMP1;ADAMTS5;MMP1;KIF9;TIMP2;MMP19;BMP1;MMP2;CTSS;HTRA1;CTSK
negative regulation of cellular process (GO:0048523)	0.058121275080590104	0.29845853806730704	1.8277923574018207	19.58%	IGFBP7;SFRP4;INHBA;CRYAB;GPNMB;NUPR1;CDH13;IGFBP3;SLIT3;CDKN2A;CDKN2B;SP100;IFIT3;CDKN2C;NOX4;IL1B;IL6;LPXN;IFI35;ARHGDIB;CXCL8;ANGPT1;DLC1;NGF;PLXNA2;EMILIN1;VDR;TGFBI;TFAP2A;NPAS2;IRF1;KAT2B;BMP4;TGFB2;CYP1B1;JAM2;TGFB1I1;PLXNA3;PODN;CDKN2D;ZNF503;FRZB;SEMA5A;ITGB1BP1;SIRPA;SLIT2;ADAMTS1;PDE8A;LMNA;SMARCA2;NMI;APOBEC3G;PLXNC1;SMYD2;ALDH1A2;BMPR2;NKX3-1;PRKD1;BNIP3L;S100A11;CSNK2B;SIRT2;TXNIP;LRPAP1;ITGA1
cellular response to hormone stimulus (GO:0032870)	0.058130427213706676	0.4666889052174263	1.8270691885186519	12.51%	TFPI;SLIT3;CAV1;AKR1C3;AKR1C1;RAMP1;CTSB;NR3C1;MGARP;CTSS;AKR1C2;SLIT2
positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	0.057883558695689605	0.5555968094420811	1.826835739884094	11.61%	INHBA;THBS1;CAV1;G0S2;AGT;LTBR
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	0.058703609264849965	0.34731379514114386	1.8244586715264721	50.79%	COPZ2;CD59;F8;KDELR3;COL7A1;SAR1B;GAS6;GOLGB1;RAB29;TRIP11;ERGIC3;PROS1;DCTN3;ATL3;RAB2A;TBC1D20;VTI1A;GOSR2;TRAPPC2L;USE1;BCAP29;DYNLL1;IER3IP1;TMED10;SEC31A;VAPA;GOLGA2;CNIH1;TEX261;BET1;DCTN6;TMED5;BCAP31;ARFGAP3;SEC22B;COPZ1;ARF4;VAPB;ACTR10;WHAMM;ERGIC2;MIA3;TRAPPC2B;SEC13;NAPA;MCFD2;KDELR2;GOSR1;CTSZ;CNIH4;DCTN5;COG1;TMED3;SCFD1;DYNC1LI2;TMED9;TMED1;SAR1A;VAMP4;LMAN1;COPG1;TRAPPC4;COPA;SEC24D;COPB1;BET1L;SEC23A;DYNC1H1;TMEM115
NAD biosynthetic process (GO:0009435)	0.05947605670338623	0.7077254152692305	1.822597209879484	18.16%	NNMT;PARP10;PARP9;PTGIS;NMNAT1
negative regulation of phosphorylation (GO:0042326)	0.060560046783343514	0.41051795704997573	1.8199820896743106	17.93%	INHBA;NUPR1;IGFBP3;CDKN2A;CDKN2B;CDKN2C;PID1;BMP4;CDKN2D;PPARA;SIRPA;SLIT2;PRR5L;WWTR1;PRNP
positive regulation of organelle organization (GO:0010638)	0.06156368962571549	0.5998687267218502	1.817391289616392	28.96%	ANXA1;ANXA2;MGARP;SYNJ1;CALCOCO2;ATL3;FYCO1;LIG4
NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356)	0.061221669127794844	0.8019146449392749	1.8173889444148186	15.16%	NNMT;PARP10;PARP9;PTGIS
regulation of Rho protein signal transduction (GO:0035023)	0.061258325816710056	0.4543592188518116	1.8168203808166188	9.11%	COL3A1;NRP1;ARHGDIB;DLC1;ABCA1;HEG1;ARHGEF28;EPS8;LPAR1;STARD13;F2RL2
negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	0.06189112060637518	0.6204132179072401	1.8151544960194568	17.09%	IGF1;TLR4;TNFAIP3;IRAK3;SIRPA;CD274;GAS6
regulation of apoptotic signaling pathway (GO:2001233)	0.061738318116235	0.5726514304041963	1.8147500539573145	26.31%	FAS;GATA4;DEPTOR;BDNF;NKX3-1;CYLD;CRADD;TPD52L1
positive regulation of response to external stimulus (GO:0032103)	0.062487013113837295	0.38963061479124234	1.8131915670711911	18.64%	LY96;SERPINE1;IL1B;OASL;THBS1;IFI35;TLR4;AGT;TRADD;IL16;TSLP;OPTN;TNFSF4;NMI;WNT5A;PTGER4;PRKCA;DHX58;CD47;PDGFRB
negative regulation of apoptotic signaling pathway (GO:2001234)	0.06218592468069301	0.45431487744093796	1.8131670999937535	19.30%	IGF1;SCG2;THBS1;LGALS3;GATA4;BMP4;PLAUR;BDNF;NOL3;HERPUD1;CFLAR;TMEM14A
negative regulation of biomineral tissue development (GO:0070168)	0.06308468353077795	0.5820873673503633	1.8109469513462446	1.66%	SRGN;ASPN;ECM1;GREM1
positive regulation of cellular metabolic process (GO:0031325)	0.06395931522100713	0.39575884783577775	1.8088845244879241	18.64%	SFRP4;INHBA;GREM1;THBS1;AKR1C3;CXCL8;ANGPT1;AKR1C1;PID1;ANXA2;AGT;CSF1;IL10RB;PPARA;IFNAR1;TGFBR2;RAB29;PDGFRB
antigen processing and presentation of peptide antigen via MHC class I (GO:0002474)	0.06372738779401473	0.5957354850701821	1.8086805601875091	16.59%	ERAP2;HLA-B;HFE;B2M;TAPBPL;SAR1B
pathway-restricted SMAD protein phosphorylation (GO:0060389)	0.06382104095799208	0.6963115521437933	1.8079897525924675	30.46%	GDF6;TGFB2;TGFBR2;TGFB1;TGFBR3;USP15;ACVR1
maintenance of gastrointestinal epithelium (GO:0030277)	0.06351371191287485	0.7887919953687337	1.8079341037956267	15.48%	SERPINA3;TLR4;RBP4;PBLD
regulation of bone mineralization (GO:0030500)	0.06322381176452771	0.4608524985013128	1.807824835894	20.61%	SRGN;ECM1;GREM1;SGMS2;DDR2;ANKH;TWIST1;TFAP2A;BMP4;OSR2;OSR1;SLC8A1;BMPR2;ISG15;TGFB1
negative regulation of hemostasis (GO:1900047)	0.06302175207166935	0.8071295474223243	1.8075309270599045	3.74%	TFPI;SERPINE1;EDN1;SERPINE2
regulation of fibroblast migration (GO:0010762)	0.06284288155588354	0.6234927840872754	1.8073141573400267	20.61%	THBS1;DDR2;PRKCE;ITGB1BP1;PRR5L;TGFB1
